"Word","OccurTotal","OccurNum","Freq_pm","Rating.Mean","Rating.SD","Dunno","word","word_clean","lexname","wn_category"
"snowman",19,19,"1.90",3.47,0.9,1,"snowman","snowman","noun.artifact","artifact"
"goodbye",22,22,"116.51",3.47,1.38,1,"goodbye","goodbye","noun.communication","communication"
"tv",22,22,"101.94",3.47,1.11,1,"tv","tv","noun.communication","communication"
"pajamas",21,21,"5.82",3.48,1.58,1,"pajamas","pajamas","noun.artifact","artifact"
"please",21,21,"1100.96",3.48,1.22,1,"please","please",NA,NA
"coloring",18,18,"1.80",3.5,1.25,1,"coloring","coloring","noun.food","food"
"day",18,18,"801.82",3.5,1.58,1,"day","day","noun.time","time"
"duck",20,20,"24.76",3.5,1.64,1,"duck","duck","noun.animal","animal"
"smile",1930,1930,"58.00",3.51,1.72,1,"smile","smile","noun.communication","communication"
"bird",21,21,"45.45",3.52,1.66,1,"bird","bird","noun.animal","animal"
"people",21,21,"1102.98",3.52,1.6,1,"people","people","noun.group","group"
"blue",19,19,"102.39",3.53,1.68,1,"blue","blue","noun.attribute","attribute"
"moo",19,19,"2.08",3.53,1.87,1,"moo","moo","noun.event","event"
"shirt",19,19,"46.37",3.53,1.12,1,"shirt","shirt","noun.artifact","artifact"
"thanks",19,19,"623.31",3.53,1.35,1,"thanks","thanks","noun.communication","communication"
"woof",19,19,"2.76",3.53,1.87,1,"woof","woof","noun.artifact","artifact"
"kitty",21,21,"26.71",3.54,1.59,1,"kitty","kitty","noun.possession","noun.possession"
"toilet",1934,1933,"28.90",3.54,1.65,1,"toilet","toilet","noun.artifact","artifact"
"good",20,20,"2610.14",3.55,1.61,1,"good","good","noun.attribute","attribute"
"mad",20,20,"113.41",3.55,1.5,1,"mad","mad",NA,NA
"black",18,18,"167.94",3.56,1.92,1,"black","black","noun.attribute","attribute"
"bottle",18,18,"50.75",3.56,1.79,1,"bottle","bottle","noun.artifact","artifact"
"movie",18,18,"122.96",3.56,1.54,1,"movie","movie","noun.communication","communication"
"need",18,18,"1294.90",3.56,1.34,1,"need","need","noun.state","state"
"speak",18,18,"187.18",3.56,1.38,1,"speak","speak",NA,NA
"she",22,22,"3732.88",3.57,1.39,1,"she","she",NA,NA
"cup",21,21,"51.65",3.57,1.99,1,"cup","cup","noun.artifact","artifact"
"friend",21,21,"419.29",3.57,1.43,1,"friend","friend","noun.person","person"
"tree",1923,1923,"65.00",3.57,1.61,1,"tree","tree","noun.plant","plant"
"outside",21,21,"170.02",3.58,2.01,1,"outside","outside","noun.location","location"
"ten",21,21,"145.00",3.58,1.49,1,"ten","ten","noun.quantity","quantity"
"bear",19,19,"57.41",3.58,1.68,1,"bear","bear","noun.animal","animal"
"bite",19,19,"40.78",3.58,1.3,1,"bite","bite","noun.state","state"
"bread",19,19,"28.33",3.58,1.61,1,"bread","bread","noun.food","food"
"coat",19,19,"42.08",3.58,1.22,1,"coat","coat","noun.artifact","artifact"
"granddad",19,19,"2.24",3.58,1.61,1,"granddad","granddad","noun.person","person"
"key",19,19,"86.86",3.58,1.54,1,"key","key","noun.artifact","artifact"
"mouth",19,19,"104.41",3.58,1.43,1,"mouth","mouth","noun.body","body"
"reindeer",19,19,"3.37",3.58,1.26,1,"reindeer","reindeer","noun.animal","animal"
"suppertime",19,19,"0.61",3.58,1.02,1,"suppertime","suppertime","noun.time","time"
"do",20,20,"6135.59",3.6,1.6,1,"do","do","noun.event","event"
"purple",20,20,"12.33",3.6,1.47,1,"purple","purple","noun.attribute","attribute"
"rain",20,20,"48.90",3.6,1.27,1,"rain","rain","noun.phenomenon","phenomenon"
"blanket",18,18,"12.98",3.61,1.09,1,"blanket","blanket","noun.artifact","artifact"
"kiss",18,18,"121.16",3.61,2.25,1,"kiss","kiss","noun.act","act"
"lunch",18,18,"104.12",3.61,1.69,1,"lunch","lunch","noun.food","food"
"night",18,18,"866.04",3.61,1.88,1,"night","night","noun.time","time"
"tooth",18,18,"13.57",3.61,1.09,1,"tooth","tooth","noun.body","body"
"brother",19,19,"283.94",3.63,1.54,1,"brother","brother","noun.person","person"
"cloud",19,19,"11.75",3.63,1.57,1,"cloud","cloud","noun.phenomenon","phenomenon"
"ear",19,19,"32.00",3.63,1.92,1,"ear","ear","noun.body","body"
"fork",19,19,"8.82",3.63,1.86,1,"fork","fork","noun.artifact","artifact"
"fruit",19,19,"21.73",3.63,1.71,1,"fruit","fruit","noun.plant","plant"
"hungry",19,19,"77.08",3.63,1.5,1,"hungry","hungry",NA,NA
"kitten",22,22,"4.73",3.64,1.14,1,"kitten","kitten","noun.animal","animal"
"help",20,20,"921.12",3.65,1.79,1,"help","help","noun.act","act"
"peekaboo",20,20,"1.12",3.65,2.37,1,"peekaboo","peekaboo","noun.act","act"
"boy",18,18,"529.82",3.67,1.88,1,"boy","boy","noun.person","person"
"butterfly",18,18,"5.51",3.67,2.14,1,"butterfly","butterfly","noun.animal","animal"
"circle",18,18,"21.51",3.67,0.91,1,"circle","circle","noun.shape","noun.shape"
"fun",18,18,"235.49",3.67,0.97,1,"fun","fun","noun.act","act"
"grandmother",21,21,"27.78",3.67,1.28,1,"grandmother","grandmother","noun.person","person"
"pie",18,18,"28.75",3.67,1.64,1,"pie","pie","noun.food","food"
"splash",18,18,"4.22",3.67,2.35,1,"splash","splash","noun.event","event"
"steps",18,18,"24.69",3.67,1.41,1,"steps","steps","noun.artifact","artifact"
"book",19,19,"176.98",3.68,1.8,1,"book","book","noun.communication","communication"
"cat",22,22,"66.33",3.68,1.52,1,"cat","cat","noun.animal","animal"
"doggy",19,19,"4.41",3.68,1.73,1,"doggy","doggy","noun.animal","animal"
"doll",19,19,"24.76",3.68,1.34,1,"doll","doll","noun.artifact","artifact"
"kitchen",19,19,"58.31",3.68,1.11,1,"kitchen","kitchen","noun.artifact","artifact"
"lady",19,19,"217.08",3.68,1.63,1,"lady","lady","noun.person","person"
"name",19,19,"641.86",3.68,1.53,1,"name","name","noun.communication","communication"
"red",19,19,"148.06",3.68,1.63,1,"red","red","noun.attribute","attribute"
"sister",19,19,"180.53",3.68,2.4,1,"sister","sister","noun.person","person"
"talk",19,19,"855.00",3.68,1.73,1,"talk","talk","noun.communication","communication"
"firetruck",21,21,"0.06",3.69,1.89,1,"firetruck","firetruck",NA,NA
"his",21,21,"2124.78",3.69,1.29,1,"his","his",NA,NA
"in",21,21,"9773.41",3.69,1.86,1,"in","in","noun.quantity","quantity"
"like",21,21,"3998.96",3.69,1.89,1,"like","like","noun.cognition","cognition"
"three",22,21,"542.24",3.69,1.5,0.95,"three","three","noun.quantity","quantity"
"tail",20,20,"23.90",3.7,1.13,1,"tail","tail","noun.animal","animal"
"clown",18,18,"15.82",3.72,1.93,1,"clown","clown","noun.person","person"
"have",18,18,"6161.41",3.72,1.96,1,"have","have","noun.person","person"
"nighttime",18,18,"2.06",3.72,1.32,1,"nighttime","nighttime","noun.time","time"
"old",18,18,"608.94",3.72,1.36,1,"old","old","noun.time","time"
"put",18,18,"828.45",3.72,2.3,1,"put","put","noun.act","act"
"rice",18,18,"15.08",3.72,1.41,1,"rice","rice","noun.food","food"
"sound",18,18,"143.39",3.72,1.53,1,"sound","sound","noun.attribute","attribute"
"tummy",18,18,"3.47",3.72,1.74,1,"tummy","tummy","noun.body","body"
"twirl",18,18,"1.31",3.72,1.23,1,"twirl","twirl","noun.shape","noun.shape"
"yogurt",18,18,"2.27",3.72,2.44,1,"yogurt","yogurt","noun.food","food"
"butt",22,22,"38.57",3.73,1.86,1,"butt","butt","noun.artifact","artifact"
"arms",21,21,"59.80",3.74,2.14,1,"arms","arms","noun.artifact","artifact"
"fast",22,21,"137.45",3.74,1.33,0.95,"fast","fast","noun.act","act"
"here",21,21,"4525.25",3.74,1.94,1,"here","here","noun.location","location"
"couch",19,19,"23.47",3.74,1.85,1,"couch","couch","noun.artifact","artifact"
"dark",19,19,"88.61",3.74,1.37,1,"dark","dark","noun.state","state"
"eye",20,20,"111.78",3.75,1.71,1,"eye","eye","noun.body","body"
"face",20,20,"289.16",3.75,2.2,1,"face","face","noun.body","body"
"lie",20,20,"120.25",3.75,0.91,1,"lie","lie","noun.communication","communication"
"zoo",20,20,"13.65",3.75,1.12,1,"zoo","zoo","noun.artifact","artifact"
"hello",20,20,"585.43",3.76,1.99,1,"hello","hello","noun.communication","communication"
"banana",18,18,"10.73",3.78,1.17,1,"banana","banana","noun.plant","plant"
"bellybutton",18,18,"0.65",3.78,1.83,1,"bellybutton","bellybutton","noun.body","body"
"brush",18,18,"14.16",3.78,1.59,1,"brush","brush","noun.group","group"
"popsicle",18,18,"1.61",3.78,1.35,1,"popsicle","popsicle","noun.food","food"
"son",18,18,"410.76",3.78,1.26,1,"son","son","noun.person","person"
"boo",21,21,"11.69",3.78,2.29,1,"boo","boo","noun.communication","communication"
"more",22,21,"1298.59",3.78,2.04,0.95,"more","more","noun.person","person"
"bubble",19,19,"8.00",3.79,1.78,1,"bubble","bubble","noun.object","object"
"bug",19,19,"20.94",3.79,1.72,1,"bug","bug","noun.animal","animal"
"green",19,19,"72.47",3.79,1.32,1,"green","green","noun.attribute","attribute"
"highchair",19,19,"0.16",3.79,2.82,1,"highchair","highchair","noun.artifact","artifact"
"laugh",19,19,"62.86",3.79,1.51,1,"laugh","laugh","noun.communication","communication"
"lip",19,19,"10.75",3.79,1.13,1,"lip","lip","noun.body","body"
"scared",19,19,"133.39",3.79,1.47,1,"scared","scared",NA,NA
"thank",19,19,"1115.24",3.79,1.72,1,"thank","thank",NA,NA
"truck",19,19,"72.86",3.79,1.47,1,"truck","truck","noun.artifact","artifact"
"wall",19,19,"70.69",3.79,1.75,1,"wall","wall","noun.artifact","artifact"
"wish",19,19,"235.12",3.79,0.92,1,"wish","wish","noun.feeling","feeling"
"aunt",20,20,"55.20",3.8,1.61,1,"aunt","aunt","noun.person","person"
"hear",20,20,"555.35",3.8,1.64,1,"hear","hear",NA,NA
"marshmallow",20,20,"1.51",3.8,1.32,1,"marshmallow","marshmallow","noun.food","food"
"pink",20,20,"28.47",3.8,1.61,1,"pink","pink","noun.attribute","attribute"
"music",21,21,"151.65",3.81,2.5,1,"music","music","noun.communication","communication"
"he",22,22,"7637.20",3.81,1.41,1,"he","he","noun.substance","substance"
"myself",22,22,"342.55",3.81,1.44,1,"myself","myself",NA,NA
"who",22,22,"2222.94",3.81,1.41,1,"who","who","noun.group","group"
"dirt",18,18,"25.69",3.83,1.15,1,"dirt","dirt","noun.substance","substance"
"eyeball",18,18,"1.84",3.83,1.54,1,"eyeball","eyeball","noun.body","body"
"yell",18,18,"18.41",3.83,1.5,1,"yell","yell","noun.communication","communication"
"off",21,21,"1179.51",3.83,2.09,1,"off","off",NA,NA
"baby",19,19,"509.37",3.84,2.01,1,"baby","baby","noun.person","person"
"bathing",19,19,"7.43",3.84,2.27,1,"bathing","bathing","noun.act","act"
"boat",19,19,"95.78",3.84,1.46,1,"boat","boat","noun.artifact","artifact"
"pig",19,19,"39.14",3.84,2.03,1,"pig","pig","noun.animal","animal"
"plate",19,19,"25.65",3.84,1.26,1,"plate","plate","noun.artifact","artifact"
"spill",19,19,"8.47",3.84,1.64,1,"spill","spill","noun.substance","substance"
"stair",19,19,"1.35",3.84,1.61,1,"stair","stair","noun.artifact","artifact"
"bus",20,20,"74.18",3.85,1.57,1,"bus","bus","noun.artifact","artifact"
"farm",20,20,"30.04",3.85,1.5,1,"farm","farm","noun.artifact","artifact"
"what",22,22,"9842.45",3.86,1.37,1,"what","what",NA,NA
"ice",21,21,"79.55",3.86,1.06,1,"ice","ice","noun.substance","substance"
"spanking",21,21,"1.82",3.86,2.63,1,"spanking","spanking","noun.act","act"
"kids",22,22,"301.10",3.86,1.2,1,"kids","kids","noun.person","person"
"upstairs",22,22,"70.73",3.86,1.32,1,"upstairs","upstairs","noun.artifact","artifact"
"home",20,20,"774.33",3.87,1.88,1,"home","home","noun.location","location"
"not",21,21,"5424.96",3.89,2.22,1,"not","not",NA,NA
"bell",18,18,"39.33",3.89,1.68,1,"bell","bell","noun.artifact","artifact"
"boot",18,18,"11.14",3.89,1.84,1,"boot","boot","noun.artifact","artifact"
"clean",18,18,"121.24",3.89,1.49,1,"clean","clean","noun.act","act"
"crawl",18,18,"12.04",3.89,1.23,1,"crawl","crawl","noun.act","act"
"egg",19,19,"26.04",3.89,1.85,1,"egg","egg","noun.animal","animal"
"lollipop",18,18,"1.78",3.89,1.75,1,"lollipop","lollipop","noun.food","food"
"pee",19,19,"18.14",3.89,2.71,1,"pee","pee","noun.substance","substance"
"school",19,19,"333.12",3.89,1.37,1,"school","school","noun.group","group"
"star",19,19,"81.35",3.89,1.59,1,"star","star","noun.object","object"
"stick",18,18,"97.12",3.89,1.57,1,"stick","stick","noun.artifact","artifact"
"story",19,19,"220.78",3.89,1.59,1,"story","story","noun.communication","communication"
"thirsty",37,37,"12.29",3.89,1.63,1,"thirsty","thirsty",NA,NA
"top",18,18,"133.43",3.89,1.53,1,"top","top","noun.location","location"
"wind",19,19,"59.37",3.89,1.37,1,"wind","wind","noun.phenomenon","phenomenon"
"worm",19,19,"10.12",3.89,1.37,1,"worm","worm","noun.animal","animal"
"bedroom",21,21,"36.71",3.9,1.55,1,"bedroom","bedroom","noun.artifact","artifact"
"downstairs",22,22,"38.92",3.91,1.43,1,"downstairs","downstairs",NA,NA
"air",18,18,"139.02",3.94,1.55,1,"air","air","noun.substance","substance"
"airplane",18,18,"10.92",3.94,1.55,1,"airplane","airplane","noun.artifact","artifact"
"cow",18,18,"25.51",3.94,1.63,1,"cow","cow","noun.animal","animal"
"grape",18,18,"4.00",3.94,1.55,1,"grape","grape","noun.food","food"
"grass",18,18,"16.78",3.94,1.55,1,"grass","grass","noun.plant","plant"
"number",18,18,"240.94",3.94,1.59,1,"number","number","noun.attribute","attribute"
"rabbit",18,18,"20.94",3.94,1.26,1,"rabbit","rabbit","noun.animal","animal"
"underwear",18,18,"21.67",3.94,1.7,1,"underwear","underwear","noun.artifact","artifact"
"yard",18,18,"25.06",3.94,1.7,1,"yard","yard","noun.quantity","quantity"
"bedtime",20,20,"6.20",3.95,2.91,1,"bedtime","bedtime","noun.time","time"
"cold",20,20,"130.16",3.95,1.79,1,"cold","cold","noun.state","state"
"jacket",20,20,"33.41",3.95,2.09,1,"jacket","jacket","noun.artifact","artifact"
"little",19,19,"1446.39",3.95,1.87,1,"little","little","noun.quantity","quantity"
"nice",19,19,"649.51",3.95,1.51,1,"nice","nice","noun.location","location"
"pea",19,19,"3.90",3.95,1.68,1,"pea","pea","noun.food","food"
"plant",19,19,"27.61",3.95,1.65,1,"plant","plant","noun.artifact","artifact"
"princess",19,19,"39.59",3.95,1.51,1,"princess","princess","noun.person","person"
"shorts",19,19,"9.41",3.95,1.13,1,"shorts","shorts","noun.artifact","artifact"
"soft",22,22,"32.02",3.95,1.5,1,"soft","soft",NA,NA
"sugar",19,19,"37.76",3.95,1.51,1,"sugar","sugar","noun.food","food"
"tub",20,20,"12.69",3.95,1.64,1,"tub","tub","noun.artifact","artifact"
"turkey",19,19,"22.61",3.95,1.18,1,"turkey","turkey","noun.animal","animal"
"undressed",20,20,"2.41",3.95,1.32,1,"undressed","undressed",NA,NA
"wiggle",19,19,"2.98",3.95,1.22,1,"wiggle","wiggle","noun.act","act"
"to",22,22,"22677.84",3.95,1.39,1,"to","to",NA,NA
"why",20,20,"2248.76",3.97,2.11,1,"why","why","noun.motive","noun.motive"
"the",21,21,"29449.18",3.98,2.33,1,"the","the",NA,NA
"dinner",1933,1933,"202.67",3.99,1.79,1,"dinner","dinner","noun.food","food"
"angel",19,19,"78.27",4,1.29,1,"angel","angel","noun.person","person"
"blow",21,21,"97.57",4,1.76,1,"blow","blow","noun.act","act"
"candy",18,18,"35.78",4,1.94,1,"candy","candy","noun.food","food"
"color",18,18,"39.43",4,2.87,1,"color","color","noun.attribute","attribute"
"fingernail",20,20,"1.33",4,1.59,1,"fingernail","fingernail","noun.body","body"
"girl",19,19,"557.12",4,1.89,1,"girl","girl","noun.person","person"
"hurt",19,19,"246.35",4,1.45,1,"hurt","hurt","noun.state","state"
"lamp",20,20,"12.88",4,2.08,1,"lamp","lamp","noun.artifact","artifact"
"mean",18,18,"1243.98",4,1.68,1,"mean","mean","noun.cognition","cognition"
"meow",18,18,"2.94",4,2.5,1,"meow","meow","noun.event","event"
"morning",19,19,"439.00",4,1.45,1,"morning","morning","noun.time","time"
"paper",18,18,"103.35",4,1.28,1,"paper","paper","noun.substance","substance"
"pear",19,19,"1.33",4,1.7,1,"pear","pear","noun.food","food"
"poop",20,20,"5.59",4,3.11,1,"poop","poop","noun.substance","substance"
"rainy",19,19,"3.80",4,1.49,1,"rainy","rainy",NA,NA
"smoke",18,18,"65.43",4,1.5,1,"smoke","smoke","noun.phenomenon","phenomenon"
"tiger",20,20,"18.53",4,1.59,1,"tiger","tiger","noun.person","person"
"train",18,18,"95.06",4,1.71,1,"train","train","noun.artifact","artifact"
"wash",20,20,"40.73",4,1.59,1,"wash","wash","noun.artifact","artifact"
"on",22,22,"6955.73",4.01,1.28,1,"on","on",NA,NA
"at",22,21,"3217.10",4.04,1.37,0.95,"at","at","noun.substance","substance"
"belly",19,19,"15.57",4.05,1.9,1,"belly","belly","noun.body","body"
"chew",19,19,"9.06",4.05,1.51,1,"chew","chew","noun.food","food"
"dinnertime",19,19,"1.78",4.05,1.87,1,"dinnertime","dinnertime","noun.time","time"
"dress",19,19,"87.20",4.05,1.61,1,"dress","dress","noun.artifact","artifact"
"fish",19,19,"83.49",4.05,1.61,1,"fish","fish","noun.animal","animal"
"haircut",19,19,"8.41",4.05,1.08,1,"haircut","haircut","noun.body","body"
"heavy",19,19,"47.29",4.05,1.27,1,"heavy","heavy","noun.person","person"
"light",19,19,"165.20",4.05,1.99,1,"light","light","noun.phenomenon","phenomenon"
"look",19,19,"1947.27",4.05,1.68,1,"look","look","noun.attribute","attribute"
"mud",20,20,"14.82",4.05,1.61,1,"mud","mud","noun.substance","substance"
"pet",19,19,"20.18",4.05,1.87,1,"pet","pet","noun.animal","animal"
"picture",19,19,"138.45",4.05,1.31,1,"picture","picture","noun.artifact","artifact"
"preschool",19,19,"1.20",4.05,0.97,1,"preschool","preschool","noun.group","group"
"sick",19,19,"165.43",4.05,2.09,1,"sick","sick","noun.group","group"
"stripe",19,19,"1.45",4.05,1.43,1,"stripe","stripe","noun.artifact","artifact"
"tricycle",19,19,"0.53",4.05,1.58,1,"tricycle","tricycle","noun.artifact","artifact"
"kick",18,18,"73.41",4.06,1.73,1,"kick","kick","noun.act","act"
"pencil",18,18,"9.86",4.06,1.8,1,"pencil","pencil","noun.artifact","artifact"
"schoolteacher",18,18,"3.45",4.06,0.94,1,"schoolteacher","schoolteacher","noun.person","person"
"sticky",18,18,"5.73",4.06,1.59,1,"sticky","sticky",NA,NA
"welcome",18,18,"179.22",4.06,1.21,1,"welcome","welcome","noun.state","state"
"white",18,18,"171.45",4.06,1.66,1,"white","white","noun.person","person"
"best",21,21,"404.37",4.09,1.66,1,"best","best","noun.act","act"
"dancing",22,21,"54.39",4.09,1.44,0.95,"dancing","dancing","noun.act","act"
"pretty",21,21,"392.22",4.09,1.94,1,"pretty","pretty",NA,NA
"where",21,21,"1830.22",4.09,2.06,1,"where","where",NA,NA
"children",22,22,"175.10",4.1,1.14,1,"children","children","noun.person","person"
"ham",20,20,"11.59",4.1,1.48,1,"ham","ham","noun.food","food"
"play",20,20,"354.53",4.1,2.59,1,"play","play","noun.communication","communication"
"your",22,22,"6445.39",4.1,1.92,1,"your","your",NA,NA
"breathe",19,19,"48.51",4.11,1.88,1,"breathe","breathe",NA,NA
"bumblebee",19,19,"0.65",4.11,1.37,1,"bumblebee","bumblebee","noun.animal","animal"
"cupcake",18,18,"3.27",4.11,1.23,1,"cupcake","cupcake","noun.food","food"
"draw",18,18,"40.41",4.11,1.13,1,"draw","draw","noun.object","object"
"dry",19,19,"42.82",4.11,1.33,1,"dry","dry","noun.person","person"
"father",19,19,"554.49",4.11,1.76,1,"father","father","noun.person","person"
"guy",18,18,"762.61",4.11,1.91,1,"guy","guy","noun.person","person"
"jelly",18,18,"7.12",4.11,2.11,1,"jelly","jelly","noun.food","food"
"phone",19,19,"269.73",4.11,1.49,1,"phone","phone","noun.artifact","artifact"
"read",18,18,"241.22",4.11,1.68,1,"read","read","noun.communication","communication"
"refrigerator",19,19,"8.37",4.11,1.15,1,"refrigerator","refrigerator","noun.artifact","artifact"
"rooms",19,19,"26.00",4.11,1.56,1,"rooms","rooms","noun.artifact","artifact"
"snow",19,19,"31.35",4.11,2.31,1,"snow","snow","noun.phenomenon","phenomenon"
"square",18,18,"31.76",4.11,1.18,1,"square","square","noun.shape","noun.shape"
"step",18,18,"118.67",4.11,1.37,1,"step","step","noun.act","act"
"television",19,19,"33.90",4.11,1.76,1,"television","television","noun.communication","communication"
"toss",18,18,"12.39",4.11,1.45,1,"toss","toss","noun.act","act"
"turn",19,19,"306.47",4.11,1.73,1,"turn","turn","noun.shape","noun.shape"
"sandbox",21,21,"1.06",4.14,2.35,1,"sandbox","sandbox","noun.artifact","artifact"
"throw",21,21,"128.82",4.14,1.46,1,"throw","throw","noun.act","act"
"christmastree",21,21,"#N/A",4.14,2.59,1,"christmastree","christmastree",NA,NA
"or",22,22,"1705.29",4.14,1.25,1,"or","or","noun.location","location"
"apple",20,20,"23.67",4.15,1.81,1,"apple","apple","noun.food","food"
"horse",20,20,"92.88",4.15,1.46,1,"horse","horse","noun.animal","animal"
"knife",1929,1929,"46.80",4.15,1.8,1,"knife","knife","noun.artifact","artifact"
"lamb",20,20,"10.63",4.15,1.81,1,"lamb","lamb","noun.animal","animal"
"quiet",20,20,"117.22",4.15,1.53,1,"quiet","quiet","noun.state","state"
"slow",20,20,"76.02",4.15,1.76,1,"slow","slow",NA,NA
"stairway",20,20,"1.59",4.15,1.5,1,"stairway","stairway","noun.artifact","artifact"
"shoelace",19,19,"0.75",4.16,1.42,1,"shoelace","shoelace","noun.artifact","artifact"
"swing",19,19,"25.98",4.16,2.03,1,"swing","swing","noun.state","state"
"want",19,19,"2759.18",4.16,2.32,1,"want","want","noun.state","state"
"coin",18,18,"9.75",4.17,1.25,1,"coin","coin","noun.possession","noun.possession"
"costume",18,18,"14.14",4.17,1.95,1,"costume","costume","noun.artifact","artifact"
"feed",18,18,"42.39",4.17,1.58,1,"feed","feed","noun.food","food"
"popcorn",18,18,"9.12",4.17,1.86,1,"popcorn","popcorn","noun.plant","plant"
"silly",18,18,"57.10",4.17,1.54,1,"silly","silly","noun.person","person"
"sky",18,18,"44.80",4.17,1.89,1,"sky","sky","noun.object","object"
"sneeze",18,18,"2.94",4.17,1.58,1,"sneeze","sneeze","noun.state","state"
"swim",18,18,"31.80",4.17,1.72,1,"swim","swim","noun.act","act"
"turtle",18,18,"17.04",4.17,1.58,1,"turtle","turtle","noun.artifact","artifact"
"ugly",18,18,"42.16",4.17,1.2,1,"ugly","ugly",NA,NA
"vegetable",18,18,"5.71",4.17,2.15,1,"vegetable","vegetable","noun.food","food"
"washcloth",18,18,"0.37",4.17,2.38,1,"washcloth","washcloth","noun.artifact","artifact"
"yucky",18,18,"0.43",4.17,2.2,1,"yucky","yucky",NA,NA
"us",21,21,"1695.65",4.19,2.07,1,"us","us","noun.location","location"
"dig",21,21,"46.22",4.19,2.34,1,"dig","dig","noun.location","location"
"brown",22,22,"60.12",4.2,1.31,1,"brown","brown","noun.attribute","attribute"
"every",22,22,"549.16",4.2,1.27,1,"every","every",NA,NA
"swimmingpool",22,22,"#N/A",4.2,1.15,1,"swimmingpool","swimmingpool",NA,NA
"scream",20,20,"26.41",4.2,1.58,1,"scream","scream","noun.communication","communication"
"sweep",20,20,"9.51",4.2,1.61,1,"sweep","sweep","noun.attribute","attribute"
"bench",19,19,"9.67",4.21,1.81,1,"bench","bench","noun.artifact","artifact"
"melon",19,19,"4.27",4.21,1.51,1,"melon","melon","noun.food","food"
"monkey",19,19,"33.51",4.21,1.4,1,"monkey","monkey","noun.animal","animal"
"peach",19,19,"6.35",4.21,1.27,1,"peach","peach","noun.plant","plant"
"strawberry",19,19,"5.53",4.21,1.44,1,"strawberry","strawberry","noun.food","food"
"alphabet",18,18,"2.49",4.22,1.52,1,"alphabet","alphabet","noun.communication","communication"
"chin",18,18,"12.69",4.22,4.1,1,"chin","chin","noun.body","body"
"clothing",18,18,"10.84",4.22,1.93,1,"clothing","clothing","noun.artifact","artifact"
"cook",18,18,"45.57",4.22,1.31,1,"cook","cook","noun.person","person"
"granny",18,18,"8.43",4.22,2.21,1,"granny","granny","noun.person","person"
"heaven",18,18,"56.61",4.22,1.4,1,"heaven","heaven","noun.location","location"
"parent",18,18,"13.14",4.22,1.93,1,"parent","parent","noun.person","person"
"rest",18,18,"212.96",4.22,2.53,1,"rest","rest","noun.relation","noun.relation"
"room",18,18,"439.51",4.22,1.44,1,"room","room","noun.artifact","artifact"
"scare",18,18,"33.57",4.22,1.26,1,"scare","scare","noun.state","state"
"smell",18,18,"83.14",4.22,1.44,1,"smell","smell","noun.cognition","cognition"
"spank",18,18,"3.39",4.22,1.99,1,"spank","spank","noun.act","act"
"stairs",18,18,"23.76",4.22,1.86,1,"stairs","stairs","noun.artifact","artifact"
"stay",18,18,"515.65",4.22,2.21,1,"stay","stay","noun.act","act"
"straw",18,18,"6.24",4.22,1.26,1,"straw","straw","noun.substance","substance"
"trip",18,18,"82.39",4.22,1.9,1,"trip","trip","noun.act","act"
"watermelon",18,18,"2.20",4.22,1.11,1,"watermelon","watermelon","noun.plant","plant"
"win",19,18,"134.65",4.22,1.31,0.95,"win","win","noun.event","event"
"wrong",18,18,"523.10",4.22,1.48,1,"wrong","wrong","noun.attribute","attribute"
"all",22,22,"5161.86",4.24,1.4,1,"all","all",NA,NA
"forward",22,22,"72.33",4.24,1.33,1,"forward","forward","noun.person","person"
"long",21,21,"675.16",4.24,1.83,1,"long","long",NA,NA
"mine",20,20,"250.98",4.24,2.42,1,"mine","mine","noun.artifact","artifact"
"two",20,20,"1066.35",4.24,2.06,1,"two","two","noun.quantity","quantity"
"when",21,21,"2034.10",4.24,1.8,1,"when","when",NA,NA
"full",21,21,"166.90",4.24,1.61,1,"full","full","noun.time","time"
"playtime",21,21,"0.94",4.24,1.51,1,"playtime","playtime","noun.time","time"
"lunchbox",20,20,"0.39",4.25,1.07,1,"lunchbox","lunchbox",NA,NA
"sheep",20,20,"13.43",4.25,1.52,1,"sheep","sheep","noun.animal","animal"
"bicycle",19,19,"6.61",4.26,1.45,1,"bicycle","bicycle","noun.artifact","artifact"
"boogeyman",19,19,"0.69",4.26,1.66,1,"boogeyman","boogeyman","noun.person","person"
"bowl",19,19,"21.45",4.26,2.28,1,"bowl","bowl","noun.artifact","artifact"
"change",19,19,"240.35",4.26,1.66,1,"change","change","noun.event","event"
"cute",19,19,"87.75",4.26,1.45,1,"cute","cute",NA,NA
"dingdong",19,19,"0.06",4.26,1.76,1,"dingdong","dingdong",NA,NA
"game",19,19,"233.84",4.26,1.82,1,"game","game","noun.act","act"
"pain",19,19,"97.94",4.26,1.52,1,"pain","pain","noun.state","state"
"pancake",19,19,"3.96",4.26,1.41,1,"pancake","pancake","noun.food","food"
"push",19,19,"70.55",4.26,1.85,1,"push","push","noun.act","act"
"rainbow",19,19,"7.98",4.26,1.59,1,"rainbow","rainbow","noun.object","object"
"scary",19,19,"26.20",4.26,1.97,1,"scary","scary",NA,NA
"sip",19,19,"5.10",4.26,1.37,1,"sip","sip","noun.act","act"
"song",19,19,"93.69",4.26,1.73,1,"song","song","noun.communication","communication"
"taste",19,19,"51.31",4.26,1.76,1,"taste","taste","noun.cognition","cognition"
